name,Z,A,m,error
Bh,107,264,264.12426,0.000188
Bh,107,265,265.124914,0.000251
Bh,107,266,266.126925,0.000213
Bh,107,267,267.127652,0.000282
Bh,107,270,270.133311,0.000391
Bh,107,272,272.138038,0.000571
Hs,108,263,263.128793,0.000135
Hs,108,264,264.128352403,3.1019e-05
Hs,108,265,265.130078394,5.724e-05
Hs,108,266,266.130037,0.000219
Hs,108,267,267.131673,0.000103
Hs,108,269,269.133769,0.000127
Hs,108,270,270.134342,0.000327
Hs,108,271,271.137149,0.000301
Hs,108,275,275.146336,0.000621
Hs,108,277,277.151456,0.000742
Mt,109,266,266.137376,0.000329
Mt,109,268,268.138392,0.000248
Mt,109,270,270.140459,0.000219
Mt,109,274,274.147193,0.000449
Mt,109,275,275.148542,0.000635
Mt,109,276,276.151219,0.000573
Ds,110,267,267.144147,0.000181
Ds,110,269,269.144958118,6.125e-05
Ds,110,270,270.144659,0.000225
Ds,110,271,271.145946,0.000104
Ds,110,272,272.146021,0.000617
Ds,110,273,273.148576,0.000138
Ds,110,279,279.159508,0.000624
Ds,110,280,280.160635,0.000885
Ds,110,281,281.163567,0.000744
Rg,111,272,272.153284,0.000271
Rg,111,274,274.155384,0.000226
Rg,111,278,278.161441,0.000452
Rg,111,279,279.162443,0.000637
Rg,111,280,280.164656,0.000586
Cn,112,277,277.163656,0.000148
Cn,112,282,282.169863,0.000704
Cn,112,283,283.172476,0.000626
Cn,112,284,284.173329,0.00091
Cn,112,285,285.176182,0.000746
Nh,113,278,278.170709,0.000232
Nh,113,282,282.17562,0.000455
Nh,113,283,283.176067,0.00064
Nh,113,284,284.178156,0.000588
Fl,114,286,286.183601,0.000705
Fl,114,287,287.185989,0.000628
Fl,114,288,288.186763,0.000911
Fl,114,289,289.189515,0.000748
Mc,115,287,287.1902,0.000642
Mc,115,288,288.192147,0.00059
Lv,116,290,290.198005,0.00071
Lv,116,291,291.200283,0.000631
Lv,116,292,292.200969,0.000914
Lv,116,293,293.203591,0.000749
Og,118,294,294.213287,0.000713
