name,Z,A,m,error
Ce,58,135,134.909151085,1.1852e-05
Ce,58,136,135.907166768,1.3035e-05
Ce,58,137,136.907799922,1.3035e-05
Ce,58,138,137.905995818,1.0838e-05
Ce,58,139,138.906655476,7.845e-06
Ce,58,140,139.90544368,2.357e-06
Ce,58,141,140.908281247,2.357e-06
Ce,58,142,141.909251092,2.939e-06
Ce,58,143,142.912392837,2.938e-06
Ce,58,144,143.913653527,3.369e-06
Ce,58,145,144.917237292,4.0093e-05
Ce,58,146,145.918796148,1.9466e-05
Ce,58,147,146.92268996,9.211e-06
Ce,58,148,147.924424373,1.2019e-05
Ce,58,149,148.9284269,1.1e-05
Ce,58,150,149.9303814,1.31e-05
Ce,58,151,150.9342722,1.9e-05
Ce,58,152,151.93633,0.00021
Ce,58,153,152.94071,0.00032
Ce,58,154,153.94339,0.00032
Ce,58,155,154.9482,0.00043
Pr,59,121,120.95559,0.00075
Pr,59,124,123.94311,0.00064
Pr,59,125,124.93802,0.00043
Pr,59,126,125.93544,0.00021
Pr,59,127,126.93095,0.00021
Pr,59,128,127.928791,3.2e-05
Pr,59,129,128.925095,3.2e-05
Pr,59,130,129.92359,6.9e-05
Pr,59,131,130.920235054,5.0451e-05
Pr,59,132,131.919255,6.1e-05
Pr,59,133,132.916330561,1.3416e-05
Pr,59,134,133.915711737,3.8078e-05
Pr,59,135,134.913111774,1.2686e-05
Pr,59,136,135.912689776,1.3018e-05
Pr,59,137,136.910703987,1.2268e-05
Pr,59,138,137.910759134,1.5255e-05
Pr,59,139,138.908941126,8.46e-06
Pr,59,140,139.909080848,6.859e-06
Pr,59,141,140.907658145,2.31e-06
Pr,59,142,141.910050184,2.31e-06
Pr,59,143,142.910823426,2.42e-06
Pr,59,144,143.913311446,3.248e-06
Pr,59,145,144.914517912,7.821e-06
Pr,59,146,145.917675019,3.7979e-05
Pr,59,147,146.919007797,1.7034e-05
Pr,59,148,147.922130429,1.6154e-05
Pr,59,149,148.9237361,1.06e-05
Pr,59,150,149.926677448,9.916e-06
Pr,59,151,150.928308227,1.2522e-05
Pr,59,152,151.9315529,1.99e-05
Pr,59,153,152.9338895,1.53e-05
Pr,59,154,153.937525332,0.000162793
Pr,59,155,154.94012,0.00032
Pr,59,156,155.94427,0.00043
Nd,60,125,124.94911,0.00043
Nd,60,126,125.94353,0.00043
Nd,60,127,126.94065,0.00043
Nd,60,129,128.933188,0.000217
Nd,60,130,129.928506,3e-05
Nd,60,131,130.927248023,2.9541e-05
Nd,60,132,131.923321237,2.5985e-05
Nd,60,133,132.922348,5e-05
Nd,60,134,133.91879021,1.2686e-05
Nd,60,135,134.918181189,2.0714e-05
Nd,60,136,135.914976063,1.2686e-05
Nd,60,137,136.914562448,1.26e-05
Nd,60,138,137.91194999,1.2686e-05
Nd,60,139,138.911953759,2.9632e-05
Nd,60,140,139.909549849,2.7927e-05
Nd,60,141,140.90961523,3.799e-06
Nd,60,142,141.907729582,1.979e-06
Nd,60,143,142.909820577,1.978e-06
Nd,60,144,143.910093562,1.978e-06
Nd,60,145,144.912579909,1.978e-06
Nd,60,146,145.913123215,1.978e-06
Nd,60,147,146.916106722,1.978e-06
Nd,60,148,147.916900308,2.577e-06
Nd,60,149,148.920155863,2.578e-06
Nd,60,150,149.920897756,2.918e-06
Nd,60,151,150.923835796,2.92e-06
Nd,60,152,151.924689137,2.6355e-05
Nd,60,153,152.927705328,2.9302e-05
Nd,60,154,153.929484486,0.000122378
Nd,60,155,154.932939,0.000164
Nd,60,156,155.935026108,0.00021785
Nd,60,157,156.93903,0.00021
Nd,60,158,157.9416,0.00043
Pm,61,128,127.94894,0.00054
Pm,61,129,128.94364,0.00043
Pm,61,130,129.94074,0.00032
Pm,61,131,130.93603,0.00021
Pm,61,132,131.93383,0.00021
Pm,61,133,132.929782,5.4e-05
Pm,61,134,133.928353,6.2e-05
Pm,61,135,134.924876,6.3e-05
Pm,61,136,135.923565829,8.3802e-05
Pm,61,137,136.920479522,1.4e-05
Pm,61,138,137.919548281,2.9516e-05
Pm,61,139,138.91679969,1.4593e-05
Pm,61,140,139.916039639,3.7997e-05
Pm,61,141,140.913555082,1.5e-05
Pm,61,142,141.912874471,2.6904e-05
Pm,61,143,142.910938458,3.482e-06
Pm,61,144,143.912596557,3.465e-06
Pm,61,145,144.912756061,3.38e-06
Pm,61,146,145.914702633,4.802e-06
Pm,61,147,146.915145312,1.967e-06
Pm,61,148,147.917481981,6.272e-06
Pm,61,149,148.918342448,2.732e-06
Pm,61,150,149.920990952,2.1551e-05
Pm,61,151,150.921213947,5.446e-06
Pm,61,152,151.923503736,2.7868e-05
Pm,61,153,152.924123985,1.1761e-05
Pm,61,154,153.926471123,4.8052e-05
Pm,61,155,154.928108447,3.227e-05
Pm,61,156,155.93106473,3.6861e-05
Pm,61,157,156.933047428,0.000120147
Pm,61,158,157.936526677,0.000120167
Pm,61,159,158.939005719,0.000165881
Sm,62,129,128.95563,0.00075
Sm,62,131,130.94673,0.00032
Sm,62,132,131.94126,0.00032
Sm,62,133,132.93899,0.00021
Sm,62,134,133.93428,0.00021
Sm,62,135,134.93252,0.000166
Sm,62,136,135.928275555,1.3416e-05
Sm,62,137,136.926970517,4.5512e-05
Sm,62,138,137.92324399,1.2686e-05
Sm,62,139,138.922296633,1.1684e-05
Sm,62,140,139.918994716,1.3416e-05
Sm,62,141,140.918481077,9.229e-06
Sm,62,142,141.915203875,3.889e-06
Sm,62,143,142.914635022,3.625e-06
Sm,62,144,143.912006109,2.668e-06
Sm,62,145,144.913416988,2.676e-06
Sm,62,146,145.913047227,3.562e-06
Sm,62,147,146.914904734,1.961e-06
Sm,62,148,147.914829507,1.963e-06
Sm,62,149,148.917192099,1.89e-06
Sm,62,150,149.91728293,1.859e-06
Sm,62,151,150.919939808,1.859e-06
Sm,62,152,151.919739444,1.808e-06
Sm,62,153,152.922104375,1.813e-06
Sm,62,154,153.922216453,2.011e-06
Sm,62,155,154.92464734,2.031e-06
Sm,62,156,155.925535881,1.0053e-05
Sm,62,157,156.928366775,5.3949e-05
Sm,62,158,157.929999528,8.4048e-05
Sm,62,159,158.933176374,7.0198e-05
Sm,62,160,159.93514,0.00021
Sm,62,161,160.939076288,0.000153723
Sm,62,162,161.94122,0.00054
Eu,63,130,129.964559,0.00075
Eu,63,131,130.958503,0.00043
Eu,63,134,133.94662,0.00021
Eu,63,135,134.94197,0.00032
Eu,63,136,135.93977,0.00021
Eu,63,137,136.93557,0.00021
Eu,63,138,137.933709,3e-05
Eu,63,139,138.929792309,1.4117e-05
Eu,63,140,139.928087635,5.5328e-05
Eu,63,141,140.924931645,1.3569e-05
Eu,63,142,141.92344118,3.244e-05
Eu,63,143,142.920297538,1.1793e-05
Eu,63,144,143.918819414,1.1611e-05
Eu,63,145,144.91627215,3.9e-06
Eu,63,146,145.917211146,6.575e-06
Eu,63,147,146.916752819,3.092e-06
Eu,63,148,147.918089051,1.0792e-05
Eu,63,149,148.917937781,4.428e-06
Eu,63,150,149.919708184,6.811e-06
Eu,63,151,150.919858012,1.906e-06
Eu,63,152,151.921752399,1.907e-06
Eu,63,153,152.921238215,1.91e-06
Eu,63,154,153.92298716,1.921e-06
Eu,63,155,154.922901292,1.968e-06
Eu,63,156,155.924760333,5.942e-06
Eu,63,157,156.925431706,5.415e-06
Eu,63,158,157.927853513,8.2491e-05
Eu,63,159,158.929096906,7.647e-06
Eu,63,160,159.932102634,6.444e-05
Eu,63,161,160.93365489,6.4449e-05
Eu,63,162,161.936988694,6.4569e-05
Gd,64,135,134.95277,0.00054
Gd,64,136,135.94748,0.00043
Gd,64,137,136.94502,0.00043
Gd,64,138,137.94025,0.00021
Gd,64,139,138.93813,0.00021
Gd,64,140,139.933674,3e-05
Gd,64,141,140.932126,2.1213e-05
Gd,64,142,141.928116,3e-05
Gd,64,143,142.926749539,0.000215032
Gd,64,144,143.922963,3e-05
Gd,64,145,144.921709252,2.0135e-05
Gd,64,146,145.918317163,4.806e-06
Gd,64,147,146.919101103,2.921e-06
Gd,64,148,147.918121154,2.668e-06
Gd,64,149,148.919347853,3.939e-06
Gd,64,150,149.918664987,6.626e-06
Gd,64,151,150.920356152,3.513e-06
Gd,64,152,151.919799226,1.803e-06
Gd,64,153,152.921757764,1.8e-06
Gd,64,154,153.920873805,1.795e-06
Gd,64,155,154.922630224,1.79e-06
Gd,64,156,155.922130947,1.79e-06
Gd,64,157,156.923968345,1.79e-06
Gd,64,158,157.924112124,1.79e-06
Gd,64,159,158.926396746,1.793e-06
Gd,64,160,159.927062344,1.883e-06
Gd,64,161,160.929677409,2.168e-06
Gd,64,162,161.93099295,4.493e-06
Gd,64,163,162.934004459,7.5298e-05
Gd,64,164,163.93574,0.00043
Gd,64,165,164.93923,0.00054
Gd,64,166,165.94146,0.00064
Tb,65,135,134.96503,0.00043
Tb,65,138,137.95335,0.00043
Tb,65,139,138.94848,0.00032
Tb,65,140,139.945805049,0.000859359
Tb,65,141,140.941448,0.000113
Tb,65,142,141.939280859,0.000752079
Tb,65,143,142.935137336,5.5e-05
Tb,65,144,143.933045,3e-05
Tb,65,145,144.929274,6.1e-05
Tb,65,146,145.927251659,4.8185e-05
Tb,65,147,146.924054379,8.75e-06
Tb,65,148,147.924271906,1.3524e-05
Tb,65,149,148.923252994,4.408e-06
Tb,65,150,149.923665096,8.013e-06
Tb,65,151,150.923109782,4.612e-06
Tb,65,152,151.924082668,4.2979e-05
Tb,65,153,152.92344214,4.487e-06
Tb,65,154,153.924686225,4.8662e-05
Tb,65,155,154.923513257,1.2881e-05
Tb,65,156,155.924755236,4.316e-06
Tb,65,157,156.92403281,1.817e-06
Tb,65,158,157.925421172,2.019e-06
Tb,65,159,158.92535479,1.92e-06
Tb,65,160,159.927175639,1.925e-06
Tb,65,161,160.927577948,2.003e-06
Tb,65,162,161.929495698,3.9091e-05
Tb,65,163,162.930655001,4.758e-06
Tb,65,164,163.933358303,0.000107374
Tb,65,165,164.93488,0.00021
Tb,65,166,165.937859863,7.5177e-05
Tb,65,167,166.93996,0.00043
Tb,65,168,167.94354,0.00054
Dy,66,139,138.9596,0.00054
Dy,66,140,139.95413,0.00054
Dy,66,141,140.95144,0.00032
Dy,66,142,141.946474,0.000782
Dy,66,143,142.943994336,1.4e-05
Dy,66,144,143.939269516,7.7e-06
Dy,66,145,144.937473996,7e-06
Dy,66,146,145.932844524,7.187e-06
Dy,66,147,146.931084183,8.67e-06
Dy,66,148,147.927149634,9.163e-06
Dy,66,149,148.927318053,9.731e-06
Dy,66,150,149.925591726,5.041e-06
Dy,66,151,150.926191284,4.072e-06
Dy,66,152,151.924724929,5.383e-06
Dy,66,153,152.925772115,4.551e-06
Dy,66,154,153.924430096,8.085e-06
Dy,66,155,154.925761796,1.2719e-05
Dy,66,156,155.924291131,6.822e-06
Dy,66,157,156.925474457,6.884e-06
Dy,66,158,157.924417155,3.161e-06
Dy,66,159,158.925747104,2.225e-06
Dy,66,160,159.925204984,2.05e-06
Dy,66,161,160.92694083,2.05e-06
Dy,66,162,161.926805911,2.05e-06
Dy,66,163,162.928738624,2.05e-06
Dy,66,164,163.929182216,2.051e-06
Dy,66,165,164.931710798,2.051e-06
Dy,66,166,165.932814205,2.096e-06
Dy,66,167,166.935662529,6.4688e-05
Dy,66,168,167.937134422,0.000150318
Dy,66,169,168.940314681,0.000322788
Ho,67,140,139.968599,0.00054
Ho,67,141,140.963218,0.00054
Ho,67,142,141.96001,0.00054
Ho,67,143,142.95489,0.00043
Ho,67,144,143.952109716,9.1e-06
Ho,67,145,144.947267396,8e-06
Ho,67,146,145.944993507,7.071e-06
Ho,67,147,146.940142296,5.368e-06
Ho,67,148,147.937743929,9e-05
Ho,67,149,148.933800328,1.5468e-05
Ho,67,150,149.933497988,1.5219e-05
Ho,67,151,150.931697936,8.965e-06
Ho,67,152,151.931713918,1.36e-05
Ho,67,153,152.930205873,5.817e-06
Ho,67,154,153.930606989,8.91e-06
Ho,67,155,154.929103491,1.9205e-05
Ho,67,156,155.929712529,6.4772e-05
Ho,67,157,156.928253052,2.5211e-05
Ho,67,158,157.928948675,2.9162e-05
Ho,67,159,158.927719848,3.64e-06
Ho,67,160,159.928736945,1.6233e-05
Ho,67,161,160.927862165,3.042e-06
Ho,67,162,161.929102892,3.874e-06
Ho,67,163,162.928741367,2.05e-06
Ho,67,164,163.930240893,2.482e-06
Ho,67,165,164.930329456,2.155e-06
Ho,67,166,165.932291549,2.156e-06
Ho,67,167,166.9331397,5.962e-06
Ho,67,168,167.93552323,3.2283e-05
Ho,67,169,168.936879339,2.1627e-05
Ho,67,170,169.939625995,5.3739e-05
Ho,67,171,170.941472174,0.000644131
Ho,67,172,171.94473,0.00021
Er,68,144,143.96057,0.00043
Er,68,145,144.95768,0.00043
Er,68,146,145.95241836,7.197e-06
Er,68,147,146.949964459,4.1e-05
Er,68,148,147.944735026,1.1e-05
Er,68,149,148.942306,3e-05
Er,68,150,149.937915241,1.8463e-05
Er,68,151,150.937448903,1.7681e-05
Er,68,152,151.93505003,9.26e-06
Er,68,153,152.93507673,9.818e-06
Er,68,154,153.932789634,5.676e-06
Er,68,155,154.93321563,6.851e-06
Er,68,156,155.931064698,2.6224e-05
Er,68,157,156.931922769,2.8454e-05
Er,68,158,157.929893474,2.7074e-05
Er,68,159,158.930691956,4.226e-06
Er,68,160,159.929083383,2.6741e-05
Er,68,161,160.930005712,9.61e-06
Er,68,162,161.928788667,2.069e-06
Er,68,163,162.930041059,5.328e-06
Er,68,164,163.929208796,2.767e-06
Er,68,165,164.930734467,2.792e-06
Er,68,166,165.930300578,2.224e-06
Er,68,167,166.932055676,2.225e-06
Er,68,168,167.932377746,2.226e-06
Er,68,169,168.934597907,2.233e-06
Er,68,170,169.935471379,2.596e-06
Er,68,171,170.938036833,2.608e-06
Er,68,172,171.939363019,4.753e-06
Er,68,173,172.9424,0.00021
Er,68,174,173.94423,0.00032
Er,68,175,174.94777,0.00043
Tm,69,145,144.970259,0.00043
Tm,69,146,145.966467,0.00043
Tm,69,147,146.961379891,7.341e-06
Tm,69,148,147.958384026,1.1e-05
Tm,69,149,148.95289,0.00032
Tm,69,150,149.95009,0.00021
Tm,69,151,150.945487432,2.1164e-05
Tm,69,152,151.944422,7.9e-05
Tm,69,153,152.942037786,1.5497e-05
Tm,69,154,153.941569613,1.5481e-05
Tm,69,155,154.939209251,1.0699e-05
Tm,69,156,155.938980136,1.5674e-05
Tm,69,157,156.936973,3e-05
Tm,69,158,157.936979525,2.7074e-05
Tm,69,159,158.934975,3e-05
Tm,69,160,159.935262801,3.6794e-05
Tm,69,161,160.933549,3e-05
Tm,69,162,161.934005084,2.8039e-05
Tm,69,163,162.932659434,6.226e-06
Tm,69,164,163.933543615,2.6195e-05
Tm,69,165,164.932443177,3.129e-06
Tm,69,166,165.933561647,1.2594e-05
Tm,69,167,166.932857395,2.508e-06
Tm,69,168,167.934178566,2.778e-06
Tm,69,169,168.934219046,2.262e-06
Tm,69,170,169.935807191,2.263e-06
Tm,69,171,170.936435106,2.439e-06
Tm,69,172,171.938406698,6.255e-06
Tm,69,173,172.939609628,5.325e-06
Tm,69,174,173.942174211,4.8061e-05
Tm,69,175,174.943842458,5.3722e-05
Tm,69,176,175.947000707,0.000107382
Tm,69,177,176.94904,0.00032
Yb,70,149,148.96436,0.00054
Yb,70,150,149.95852,0.00043
Yb,70,151,150.955402171,0.000322592
Yb,70,152,151.950288919,0.000223751
Yb,70,153,152.94948,0.00021
Yb,70,154,153.946395329,1.8556e-05
Yb,70,155,154.94578233,1.7847e-05
Yb,70,156,155.942817069,9.694e-06
Yb,70,157,156.94264039,1.1151e-05
Yb,70,158,157.939872274,8.602e-06
Yb,70,159,158.940056978,1.914e-05
Yb,70,160,159.93755926,1.7089e-05
Yb,70,161,160.937908632,1.6515e-05
Yb,70,162,161.935775202,1.6515e-05
Yb,70,163,162.936341334,1.6515e-05
Yb,70,164,163.934496483,1.6515e-05
Yb,70,165,164.935279,3e-05
Yb,70,166,165.933875802,7.842e-06
Yb,70,167,166.934955101,4.973e-06
Yb,70,168,167.933890656,2.243e-06
Yb,70,169,168.935183566,2.249e-06
Yb,70,170,169.934767589,2.256e-06
Yb,70,171,170.936331451,2.215e-06
Yb,70,172,171.936387116,2.213e-06
Yb,70,173,172.938216394,2.208e-06
Yb,70,174,173.938867695,2.208e-06
Yb,70,175,174.941282055,2.209e-06
Yb,70,176,175.942577704,2.458e-06
Yb,70,177,176.945266844,2.47e-06
Yb,70,178,177.946652702,1.1013e-05
Yb,70,179,178.95017,0.00032
Yb,70,180,179.95233,0.00043
Lu,71,150,149.973548,0.00054
Lu,71,151,150.967677,0.00043
Lu,71,152,151.96412,0.00021
Lu,71,153,152.958767331,0.000224004
Lu,71,154,153.957524,0.000217
Lu,71,155,154.954320157,2.0984e-05
Lu,71,156,155.953032522,7.9074e-05
Lu,71,157,156.95012437,1.5626e-05
Lu,71,158,157.949315087,1.6245e-05
Lu,71,159,158.946628776,4.0433e-05
Lu,71,160,159.946033,6.1e-05
Lu,71,161,160.943572,3e-05
Lu,71,162,161.943277288,8.0554e-05
Lu,71,163,162.941179,3e-05
Lu,71,164,163.941339,3e-05
Lu,71,165,164.939406724,2.8491e-05
Lu,71,166,165.939859,3.2e-05
Lu,71,167,166.93827,3.4e-05
Lu,71,168,167.938732872,5.0232e-05
Lu,71,169,168.937645203,3.928e-06
Lu,71,170,169.938480719,1.8222e-05
Lu,71,171,170.937918356,2.727e-06
Lu,71,172,171.939090599,3.009e-06
Lu,71,173,172.938935527,2.364e-06
Lu,71,174,173.940342365,2.352e-06
Lu,71,175,174.940776703,2.092e-06
Lu,71,176,175.942691191,2.09e-06
Lu,71,177,176.943763036,2.093e-06
Lu,71,178,177.945959528,2.916e-06
Lu,71,179,178.947332436,5.764e-06
Lu,71,180,179.949886081,7.5944e-05
Lu,71,181,180.95197,0.00032
Lu,71,182,181.95504,0.00021
Lu,71,183,182.95757,0.00032
Lu,71,184,183.96091,0.00043
Hf,72,153,152.97069,0.00054
Hf,72,154,153.96486,0.00054
Hf,72,155,154.96339,0.00043
Hf,72,156,155.959364023,0.000223788
Hf,72,157,156.958396,0.00021
Hf,72,158,157.954800765,1.8784e-05
Hf,72,159,158.953994867,1.8076e-05
Hf,72,160,159.950682981,9.983e-06
Hf,72,161,160.950277371,2.4198e-05
Hf,72,162,161.947217153,1.013e-05
Hf,72,163,162.947089,3e-05
Hf,72,164,163.944359597,2.0806e-05
Hf,72,165,164.944567,3e-05
Hf,72,166,165.94218,3e-05
Hf,72,167,166.9426,3e-05
Hf,72,168,167.940568,3e-05
Hf,72,169,168.941259,3e-05
Hf,72,170,169.939609,3e-05
Hf,72,171,170.940492,3.1e-05
Hf,72,172,171.939448301,2.6224e-05
Hf,72,173,172.940513,3e-05
Hf,72,174,173.940047322,2.846e-06
Hf,72,175,174.941510348,2.866e-06
Hf,72,176,175.94140922,2.238e-06
Hf,72,177,176.943225563,2.254e-06
Hf,72,178,177.943703675,2.254e-06
Hf,72,179,178.945821053,2.254e-06
Hf,72,180,179.946554873,2.26e-06
Hf,72,181,180.94910617,2.261e-06
Hf,72,182,181.950559017,6.826e-06
Hf,72,183,182.953530098,3.2268e-05
Hf,72,184,183.955446257,4.2628e-05
Hf,72,185,184.95882,0.00021
Hf,72,186,185.96089,0.00032
Hf,72,187,186.96477,0.00043
Hf,72,188,187.96685,0.00054
Ta,73,155,154.974245,0.00054
Ta,73,156,155.972303,0.00043
Ta,73,157,156.968192443,0.000224031
Ta,73,158,157.966701,0.000217
Ta,73,159,158.963022113,2.1453e-05
Ta,73,160,159.96148751,7.9228e-05
Ta,73,161,160.958446735,2.6948e-05
Ta,73,162,161.957293663,5.6081e-05
Ta,73,163,162.95433027,4.086e-05
Ta,73,164,163.953534,3e-05
Ta,73,165,164.950774076,1.6899e-05
Ta,73,166,165.950512,3e-05
Ta,73,167,166.948093,3e-05
Ta,73,168,167.948047,3e-05
Ta,73,169,168.946011,3e-05
Ta,73,170,169.946175,3e-05
Ta,73,171,170.944476,3e-05
Ta,73,172,171.944895,3e-05
Ta,73,173,172.94375,3e-05
Ta,73,174,173.944454,3e-05
Ta,73,175,174.943737,3e-05
Ta,73,176,175.944857,3.3e-05
Ta,73,177,176.944477315,3.931e-06
Ta,73,178,177.94578313,1.626e-05
Ta,73,179,178.945934408,2.286e-06
Ta,73,180,179.947464484,2.456e-06
Ta,73,181,180.947995421,1.992e-06
Ta,73,182,181.950151506,1.993e-06
Ta,73,183,182.951372274,2.004e-06
Ta,73,184,183.954007708,2.7928e-05
Ta,73,185,184.955559101,1.5214e-05
Ta,73,186,185.958550521,6.4433e-05
Ta,73,187,186.96053,0.00021
Ta,73,188,187.96386,0.00021
Ta,73,189,188.96583,0.00032
W,74,158,157.974562,0.00054
W,74,159,158.972918,0.00043
W,74,160,159.968478802,0.000223843
W,74,161,160.967357,0.00021
W,74,162,161.963498815,1.9009e-05
W,74,163,162.96252354,5.6639e-05
W,74,164,163.95895292,1.0201e-05
W,74,165,164.95828055,2.6813e-05
W,74,166,165.955033907,1.1002e-05
W,74,167,166.954815828,2.068e-05
W,74,168,167.951800705,1.6086e-05
W,74,169,168.951778676,1.6571e-05
W,74,170,169.949227995,1.6167e-05
W,74,171,170.949451,3e-05
W,74,172,171.947292,3e-05
W,74,173,172.947689,3e-05
W,74,174,173.946079,3e-05
W,74,175,174.946717,3e-05
W,74,176,175.945634,3e-05
W,74,177,176.946643,3e-05
W,74,178,177.945881145,1.6401e-05
W,74,179,178.947078931,1.6305e-05
W,74,180,179.946712943,2.557e-06
W,74,181,180.948197758,5.083e-06
W,74,182,181.948204081,9.09e-07
W,74,183,182.950222859,9.04e-07
W,74,184,183.95093093,9.42e-07
W,74,185,184.953418991,9.93e-07
W,74,186,185.954362626,1.656e-06
W,74,187,186.957158956,1.657e-06
W,74,188,187.958486139,3.603e-06
W,74,189,188.961909594,0.000214894
W,74,190,189.963178103,0.000176972
W,74,191,190.9666,0.00021
W,74,192,191.96817,0.00064
Re,75,159,158.984157,0.000543
Re,75,160,159.982115,0.00043
Re,75,161,160.977589116,0.000223915
Re,75,162,161.976004,0.000217
Re,75,163,162.972079593,2.0159e-05
Re,75,164,163.97045287,7.9417e-05
Re,75,165,164.967097131,2.6474e-05
Re,75,166,165.965760401,7.763e-05
Re,75,167,166.962601,5.6e-05
Re,75,168,167.961572608,3.3087e-05
Re,75,169,168.958765535,1.2258e-05
Re,75,170,169.958220071,2.7692e-05
Re,75,171,170.955716,3e-05
Re,75,172,171.955422961,5.7948e-05
Re,75,173,172.953243,3e-05
Re,75,174,173.953115,3e-05
Re,75,175,174.951381,3e-05
Re,75,176,175.951623,3e-05
Re,75,177,176.950328,3e-05
Re,75,178,177.950989,3e-05
Re,75,179,178.949989056,2.6224e-05
Re,75,180,179.950791568,2.2965e-05
Re,75,181,180.950055,1.3508e-05
Re,75,182,181.951210004,0.000109484
Re,75,183,182.95081975,8.635e-06
Re,75,184,183.952522825,4.688e-06
Re,75,185,184.95295453,1.326e-06
Re,75,186,185.954985639,1.336e-06
Re,75,187,186.955750143,1.61e-06
Re,75,188,187.958111472,1.615e-06
Re,75,189,188.959225733,8.929e-06
Re,75,190,189.961814702,0.000160225
Re,75,191,190.963121622,1.1127e-05
Re,75,192,191.96589,0.00021
Re,75,193,192.96756,0.00021
Re,75,194,193.97057,0.00032
Os,76,162,161.984431,0.00054
Os,76,163,162.98269,0.000433
Os,76,164,163.978035645,0.000223931
Os,76,165,164.976762,0.000217
Os,76,166,165.972692149,1.9574e-05
Os,76,167,166.971547966,7.8033e-05
Os,76,168,167.967802088,1.0629e-05
Os,76,169,168.967019871,2.705e-05
Os,76,170,169.963583681,1.1549e-05
Os,76,171,170.963184632,2.0123e-05
Os,76,172,171.960015614,1.4083e-05
Os,76,173,172.959808289,1.6059e-05
Os,76,174,173.957061713,1.1859e-05
Os,76,175,174.956939019,1.3828e-05
Os,76,176,175.954806,3e-05
Os,76,177,176.954965325,1.6873e-05
Os,76,178,177.95325042,1.7644e-05
Os,76,179,178.953815744,1.9405e-05
Os,76,180,179.952382381,2.1423e-05
Os,76,181,180.953244,3.4e-05
Os,76,182,181.952110187,2.3344e-05
Os,76,183,182.953126102,5.3459e-05
Os,76,184,183.95248858,1.441e-06
Os,76,185,184.954041785,1.41e-06
Os,76,186,185.953835108,1.597e-06
Os,76,187,186.955747492,1.61e-06
Os,76,188,187.955835244,1.617e-06
Os,76,189,188.958144233,1.694e-06
Os,76,190,189.958443774,1.705e-06
Os,76,191,190.960926433,1.709e-06
Os,76,192,191.96147707,2.926e-06
Os,76,193,192.964147941,2.931e-06
Os,76,194,193.965177311,2.988e-06
Os,76,195,194.96812189,0.000536776
Os,76,196,195.969641502,4.3004e-05
Ir,77,164,163.992201,0.000443
Ir,77,165,164.98752,0.00023
Ir,77,166,165.985824,0.000217
Ir,77,167,166.981666047,1.996e-05
Ir,77,168,167.979906642,7.9942e-05
Ir,77,169,168.976292958,2.618e-05
Ir,77,170,169.974922,9.5e-05
Ir,77,171,170.971626038,4.2425e-05
Ir,77,172,171.970607036,3.4785e-05
Ir,77,173,172.967503298,1.2407e-05
Ir,77,174,173.966861045,2.97e-05
Ir,77,175,174.964158206,1.4158e-05
Ir,77,176,175.963648688,2.1836e-05
Ir,77,177,176.9613015,2.1213e-05
Ir,77,178,177.961082,2.1213e-05
Ir,77,179,178.959122303,1.17e-05
Ir,77,180,179.959229446,2.3302e-05
Ir,77,181,180.957625297,2.7512e-05
Ir,77,182,181.958076296,2.2509e-05
Ir,77,183,182.956846458,2.6962e-05
Ir,77,184,183.957476,3e-05
Ir,77,185,184.956698,3e-05
Ir,77,186,185.957946104,1.774e-05
Ir,77,187,186.957560074,6.639e-06
Ir,77,188,187.958828151,1.0264e-05
Ir,77,189,188.958715097,1.3716e-05
Ir,77,190,189.960541285,2.107e-06
Ir,77,191,190.960589364,2.063e-06
Ir,77,192,191.962600318,2.066e-06
Ir,77,193,192.962921658,2.074e-06
Ir,77,194,193.965073607,2.078e-06
Ir,77,195,194.965974802,2.079e-06
Ir,77,196,195.96839717,4.1247e-05
Ir,77,197,196.969655454,2.1596e-05
Ir,77,198,197.97228,0.00021
Pt,78,166,165.994855,0.00054
Pt,78,167,166.992975,0.000437
Pt,78,168,167.988142598,0.000223956
Pt,78,169,168.986727,0.000217
Pt,78,170,169.982496453,1.9925e-05
Pt,78,171,170.981244446,7.8103e-05
Pt,78,172,171.977345279,1.1442e-05
Pt,78,173,172.976445354,6.0108e-05
Pt,78,174,173.972824755,1.2116e-05
Pt,78,175,174.972420362,2.0274e-05
Pt,78,176,175.968936931,1.3895e-05
Pt,78,177,176.968469358,1.609e-05
Pt,78,178,177.965647923,1.1619e-05
Pt,78,179,178.965356588,8.716e-06
Pt,78,180,179.963030993,1.1785e-05
Pt,78,181,180.963097285,1.5956e-05
Pt,78,182,181.961169834,1.6769e-05
Pt,78,183,182.961596428,1.6739e-05
Pt,78,184,183.959921877,1.9459e-05
Pt,78,185,184.960619,4.4e-05
Pt,78,186,185.959350812,2.3344e-05
Pt,78,187,186.960587,3e-05
Pt,78,188,187.95938894,6.056e-06
Pt,78,189,188.960831347,1.2057e-05
Pt,78,190,189.959929771,6.263e-06
Pt,78,191,190.961672989,5.325e-06
Pt,78,192,191.961038815,3.225e-06
Pt,78,193,192.962982451,2.095e-06
Pt,78,194,193.962680911,1.004e-06
Pt,78,195,194.964791779,9.96e-07
Pt,78,196,195.964952149,9.86e-07
Pt,78,197,196.96734074,9.44e-07
Pt,78,198,197.967894959,2.324e-06
Pt,78,199,198.970595263,2.385e-06
Pt,78,200,199.971442846,2.1596e-05
